Student_ID,Attendance,Current_GPA,Previous_GPA,Assignment_Rate,Backlogs,Occupancy_Rate,Electricity_Usage,Internet_Usage,Maintenance_Complaints,Temperature,Humidity,Rainfall,Water_Level,Air_Quality_Index,Risk_Score,Risk_Level,Risk_Factors,Recommended_Action
ST1506,52,6.28,6.68,80,2,99,549,92,2,28.4,72,16.3,95,178,61.1,Medium,Low attendance; Backlogs; High water level,Monitor performance and attendance
ST1507,99,7.54,7.6,68,4,73,654.6,66,12,33.9,68,62.2,22,78,37.8,Low,Backlogs; Heavy rainfall,Continue regular monitoring
ST1508,97,5.61,7.09,57,3,100,1355.3,88,2,29.5,78,13.5,30,77,49.1,Medium,Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1509,46,7.74,9.52,32,1,95,1419.1,77,9,29.6,41,112.1,10,159,57.7,Medium,Low attendance; Declining GPA; Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1510,96,6.46,6.98,99,4,54,861.6,34,7,26.8,39,22,28,195,39.6,Low,Declining GPA; Backlogs,Continue regular monitoring
ST1511,75,7.31,9.95,56,1,87,455.7,77,10,36.8,100,30.3,69,178,32.7,Low,Declining GPA; Low assignment completion,Continue regular monitoring
ST1512,84,6.62,9.11,31,3,64,443.3,32,9,40.6,84,48.8,42,127,52.3,Medium,Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1513,59,5.77,5.25,67,2,75,1031.3,76,9,40.7,30,46,13,230,53.9,Medium,Low attendance; Backlogs,Monitor performance and attendance
ST1514,40,9.69,9.58,32,1,47,832.2,91,14,23.8,78,95.4,12,210,41.4,Medium,Low attendance; Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1515,47,8.58,4.7,45,0,48,431.5,43,11,39.2,65,54.8,100,93,43.8,Medium,Low attendance; Low assignment completion; High water level,Monitor performance and attendance
ST1516,85,4.84,8.9,69,0,97,1041.6,92,1,36.2,50,20.5,61,186,38.6,Low,Declining GPA,Continue regular monitoring
ST1517,55,9.21,6.28,31,4,97,412.4,90,10,25.6,66,32.1,37,223,49.7,Medium,Low attendance; Low assignment completion; Backlogs,Monitor performance and attendance
ST1518,53,6.92,9.27,70,3,76,1266.1,60,11,21.5,53,61.1,79,167,57.2,Medium,Low attendance; Declining GPA; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1519,51,9.37,9.21,41,4,87,737.1,46,11,25.9,84,17.7,79,120,51.8,Medium,Low attendance; Low assignment completion; Backlogs; High water level,Monitor performance and attendance
ST1520,90,8.8,8.84,64,4,84,444.3,53,1,40.1,54,73.4,64,67,35.2,Low,Backlogs; Heavy rainfall,Continue regular monitoring
ST1521,62,6.55,8.74,94,5,78,1047.2,52,12,33.9,36,67.9,66,90,60.7,Medium,Low attendance; Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1522,54,4.13,5.83,84,4,71,837.5,79,4,35.9,100,85.8,96,135,94,High,Low attendance; Declining GPA; Backlogs; Heavy rainfall; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1523,67,5.61,4.49,74,5,97,1471.2,99,5,25.7,100,112.5,25,201,80.5,High,Low attendance; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1524,73,7.25,6.42,91,0,91,998.6,56,11,35.8,53,109.5,33,141,31.2,Low,Low attendance; Heavy rainfall,Continue regular monitoring
ST1525,41,7.8,5.04,78,0,56,702.8,44,1,20.6,40,113.5,78,97,46.6,Medium,Low attendance; Heavy rainfall; High water level,Monitor performance and attendance
ST1526,71,5.55,8.17,54,4,74,1180.4,79,14,28.3,41,29.4,50,222,66.1,Medium,Low attendance; Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1527,62,4.84,6.08,52,0,76,698.6,65,4,33.8,64,15.8,86,218,58.4,Medium,Low attendance; Declining GPA; Low assignment completion; High water level,Monitor performance and attendance
ST1528,61,9.01,9.85,53,3,58,1394.7,37,6,23.2,92,36.3,56,48,37.9,Low,Low attendance; Declining GPA; Low assignment completion; Backlogs,Continue regular monitoring
ST1529,90,9.91,7.85,67,5,83,812.2,32,9,38.1,97,107.4,85,221,46.6,Medium,Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1530,64,7.15,8.93,57,5,68,1004.9,91,9,25.2,86,116.6,78,112,78.4,High,Low attendance; Declining GPA; Low assignment completion; Backlogs; Heavy rainfall; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1531,97,5.03,4.8,50,4,98,455.6,76,7,34.4,42,103.1,40,92,70.9,High,Low assignment completion; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1532,100,5.63,9.17,83,0,46,868.7,90,11,28.9,52,13.2,39,119,23.8,Low,Declining GPA,Continue regular monitoring
ST1533,61,4.11,9.54,47,1,67,1315.6,61,15,33.1,68,113.7,27,195,76.4,High,Low attendance; Declining GPA; Low assignment completion; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1534,97,9.49,6.92,65,5,48,1286.2,42,6,22.4,41,50.8,53,93,30.1,Low,Backlogs,Continue regular monitoring
ST1535,97,4.71,7.64,74,4,67,646.8,30,7,20.4,63,1.1,36,230,58.1,Medium,Declining GPA; Backlogs,Monitor performance and attendance
ST1536,61,7.46,8.59,82,4,45,648.7,63,13,40,100,53.1,35,203,49.1,Medium,Low attendance; Declining GPA; Backlogs,Monitor performance and attendance
ST1537,88,5.64,5.05,59,3,68,1299,91,11,25.9,60,5.5,69,114,51.8,Medium,Low assignment completion; Backlogs,Monitor performance and attendance
ST1538,91,7.33,7.02,89,2,97,1423.4,100,8,38,91,65.3,27,36,26.3,Low,Backlogs; Heavy rainfall,Continue regular monitoring
ST1539,81,7.91,6.39,61,2,56,504.9,60,15,42,42,40.6,98,156,43.5,Medium,Backlogs; High water level,Monitor performance and attendance
ST1540,45,8.98,4.88,96,5,55,895.1,93,14,24.7,60,56.8,65,116,46.5,Medium,Low attendance; Backlogs,Monitor performance and attendance
ST1541,54,5.24,6.21,96,3,62,771.2,54,4,25.8,31,73.6,40,181,62.4,Medium,Low attendance; Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1542,93,4.07,4.41,57,3,70,1357.8,67,12,34.6,44,104.3,68,192,72.3,High,Low assignment completion; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1543,82,4.82,4.15,73,3,42,491.9,43,4,41.2,86,79.4,11,235,61.5,Medium,Backlogs; Heavy rainfall,Monitor performance and attendance
ST1544,99,9.4,4.81,70,5,60,632.2,37,10,40.1,63,52.1,48,28,28.9,Low,Backlogs,Continue regular monitoring
ST1545,76,9.24,9.78,92,2,65,1227.7,83,9,31.1,97,98.3,70,154,24.4,Low,Declining GPA; Backlogs; Heavy rainfall,Continue regular monitoring
ST1546,72,7.58,7.3,52,3,75,456.4,31,3,37.5,58,108.7,72,163,56.7,Medium,Low attendance; Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1547,47,7.6,9.79,77,0,81,941.8,85,12,23,95,14.4,27,38,30.3,Low,Low attendance; Declining GPA,Continue regular monitoring
ST1548,92,7.99,6.59,61,4,76,886.3,90,8,41.5,45,63.8,26,153,39,Low,Backlogs; Heavy rainfall,Continue regular monitoring
ST1549,99,5.05,5.87,86,4,92,767.8,51,4,41.2,68,34.1,48,133,52.1,Medium,Declining GPA; Backlogs,Monitor performance and attendance
ST1550,83,9.49,7.04,62,1,61,834,64,13,23.6,66,5.6,80,158,16.4,Low,High water level,Continue regular monitoring
ST1551,83,6.51,6.64,53,1,81,982.9,45,1,26.6,50,80.2,63,144,41,Medium,Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1552,44,6.3,4.63,68,5,51,577.5,79,14,22.2,73,103.5,85,223,90.1,High,Low attendance; Backlogs; Heavy rainfall; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1553,78,7.11,7.84,63,5,81,1029.2,72,9,26,48,19.5,44,80,55.7,Medium,Declining GPA; Backlogs,Monitor performance and attendance
ST1554,43,4.28,5.3,85,4,100,1286,46,7,38,100,97.5,20,61,87.7,High,Low attendance; Declining GPA; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1555,45,5,7.72,57,0,52,1236.2,87,14,28.3,37,102.4,70,32,64.8,Medium,Low attendance; Declining GPA; Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1556,84,8.43,7.9,66,2,50,569.3,31,6,21.9,95,109.7,53,159,35.9,Low,Backlogs; Heavy rainfall,Continue regular monitoring
ST1557,71,4.5,4.91,36,2,93,564.2,33,7,27.5,70,31.8,77,104,69.2,Medium,Low attendance; Low assignment completion; Backlogs; High water level,Monitor performance and attendance
ST1558,91,7.62,4.37,97,5,55,695,68,11,41.6,99,108.5,34,221,50.2,Medium,Backlogs; Heavy rainfall,Monitor performance and attendance
ST1559,69,5.47,8.68,66,0,47,797.2,35,15,33.9,90,38.5,57,39,40.6,Medium,Low attendance; Declining GPA,Monitor performance and attendance
ST1560,86,6.34,6.76,85,5,79,849.3,98,2,29.2,55,66.3,41,69,54.9,Medium,Backlogs; Heavy rainfall,Monitor performance and attendance
ST1561,74,5.73,4.35,94,2,98,1147.7,98,14,23.7,100,6.1,93,183,52.9,Medium,Low attendance; Backlogs; High water level,Monitor performance and attendance
ST1562,94,6.13,9.97,94,5,96,462.3,49,14,41.7,99,5.3,13,111,50,Medium,Declining GPA; Backlogs,Monitor performance and attendance
ST1563,79,8.31,4.35,76,3,79,438.1,93,15,38.1,58,86.4,47,107,37.2,Low,Backlogs; Heavy rainfall,Continue regular monitoring
ST1564,91,5.78,8.17,49,5,84,831.1,45,3,26.2,95,53.3,72,88,64.9,Medium,Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1565,55,7.4,9.9,48,4,98,1166.9,80,4,21.5,48,30.8,56,56,59.5,Medium,Low attendance; Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1566,52,6.86,5.44,58,5,41,612.8,66,5,21.2,97,22.8,10,159,68.5,Medium,Low attendance; Low assignment completion; Backlogs,Monitor performance and attendance
ST1567,89,7.98,4.85,89,4,69,1105.7,98,0,22.6,87,80.4,12,118,37.7,Low,Backlogs; Heavy rainfall,Continue regular monitoring
ST1568,99,9.62,4.73,47,0,69,685.8,71,3,32.8,99,0,95,144,13.6,Low,Low assignment completion; High water level,Continue regular monitoring
ST1569,81,8.4,5.82,64,2,51,1374.7,86,10,40.4,86,96.7,71,187,35.2,Low,Backlogs; Heavy rainfall,Continue regular monitoring
ST1570,69,5.29,4.61,72,1,49,1385.3,95,11,30.9,66,9.5,73,73,48,Medium,Low attendance,Monitor performance and attendance
ST1571,58,4.19,8.15,40,1,83,727,38,9,38.5,90,23,26,149,66.3,Medium,Low attendance; Declining GPA; Low assignment completion,Monitor performance and attendance
ST1572,56,5.57,4.37,78,2,50,653,93,12,29.8,59,46.3,87,197,61.8,Medium,Low attendance; Backlogs; High water level,Monitor performance and attendance
ST1573,95,7.57,7.06,67,1,54,852.4,51,4,35.6,100,58.2,71,60,21.2,Low,No major risk factors,Continue regular monitoring
ST1574,58,4.31,9.98,93,5,55,664.6,63,6,36.1,54,42.6,44,64,77.6,High,Low attendance; Declining GPA; Backlogs,Faculty intervention; Academic counselling; Campus monitoring
ST1575,67,6.98,8.88,98,0,56,1139.6,84,12,23.8,94,38.5,22,122,22.7,Low,Low attendance; Declining GPA,Continue regular monitoring
ST1576,97,7.58,7.69,37,0,65,1308.7,58,4,27.9,35,115.7,44,125,33.3,Low,Low assignment completion; Heavy rainfall,Continue regular monitoring
ST1577,94,6.01,5.84,63,2,41,1140.4,67,15,34,47,77,52,156,43.7,Medium,Backlogs; Heavy rainfall,Monitor performance and attendance
ST1578,65,8.63,7.74,77,1,89,1306.8,47,12,21.6,39,2.8,11,209,21.8,Low,Low attendance,Continue regular monitoring
ST1579,76,4.64,7.16,85,5,51,836.7,100,12,28,40,51.6,65,147,70.1,High,Declining GPA; Backlogs,Faculty intervention; Academic counselling; Campus monitoring
ST1580,65,4.45,6.56,94,0,90,571.9,94,0,31.8,94,105,86,105,60.9,Medium,Low attendance; Declining GPA; Heavy rainfall; High water level,Monitor performance and attendance
ST1581,92,8.37,4.78,60,0,65,1211.7,30,10,41.9,94,36.2,60,66,11.4,Low,No major risk factors,Continue regular monitoring
ST1582,62,6.97,9.32,33,3,62,796.5,33,6,30.4,81,11.3,63,24,57.5,Medium,Low attendance; Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1583,48,8.13,6.7,79,3,57,1138.4,33,7,38,96,91,25,223,50.6,Medium,Low attendance; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1584,51,6.61,5.17,98,0,71,697.7,56,12,29.5,60,72.7,27,20,34.4,Low,Low attendance; Heavy rainfall,Continue regular monitoring
ST1585,92,5.48,6.21,59,2,88,489.4,72,6,37.5,46,68.4,16,63,47.4,Medium,Declining GPA; Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1586,40,8.91,6.48,88,4,77,1491.8,88,10,33.1,84,6.4,54,169,44.7,Medium,Low attendance; Backlogs,Monitor performance and attendance
ST1587,97,8.8,8.97,96,4,96,571.8,61,15,39.5,65,16.9,45,57,22.3,Low,Backlogs,Continue regular monitoring
ST1588,97,8.17,8.4,74,5,86,1487.3,62,13,29,55,74.7,50,38,41.4,Medium,Backlogs; Heavy rainfall,Monitor performance and attendance
ST1589,40,5.63,8.62,33,0,42,1475,57,12,33.3,82,24.9,51,227,57.8,Medium,Low attendance; Declining GPA; Low assignment completion,Monitor performance and attendance
ST1590,86,7.54,4.07,55,0,77,1273.2,84,14,33.9,46,60.5,16,178,21.2,Low,Low assignment completion; Heavy rainfall,Continue regular monitoring
ST1591,73,6.17,6.5,56,0,42,1125.4,89,3,29.2,54,65.4,24,134,37.3,Low,Low attendance; Low assignment completion; Heavy rainfall,Continue regular monitoring
ST1592,71,4.55,6.89,75,2,69,1035.6,99,7,23.2,31,34,69,214,56.8,Medium,Low attendance; Declining GPA; Backlogs,Monitor performance and attendance
ST1593,93,9.5,4.12,93,3,100,1352.7,91,15,22.1,34,113.8,49,106,25.3,Low,Backlogs; Heavy rainfall,Continue regular monitoring
ST1594,87,4.82,5.56,80,0,40,718.4,63,14,20.4,33,101.1,92,189,54.8,Medium,Declining GPA; Heavy rainfall; High water level,Monitor performance and attendance
ST1595,64,9.7,8.56,79,0,69,914.4,85,4,39.2,65,86.7,46,142,13.7,Low,Low attendance; Heavy rainfall,Continue regular monitoring
ST1596,79,6.68,4.82,35,1,84,1081.3,42,9,25.2,35,9.4,75,101,43,Medium,Low assignment completion,Monitor performance and attendance
ST1597,84,5.11,7.21,88,2,71,852.3,85,8,24.7,50,12.7,64,173,44.7,Medium,Declining GPA; Backlogs,Monitor performance and attendance
ST1598,92,7.25,5.29,44,5,67,870.2,47,11,36.2,55,59.1,86,160,60.9,Medium,Low assignment completion; Backlogs; High water level,Monitor performance and attendance
ST1599,40,9.24,4.07,59,0,60,763.3,83,11,27,84,19.3,89,77,33.3,Low,Low attendance; Low assignment completion; High water level,Continue regular monitoring
ST1600,55,8.39,5.45,71,1,97,1020.7,72,9,31.1,68,117.4,65,165,41.7,Medium,Low attendance; Heavy rainfall,Monitor performance and attendance
ST1601,100,8.84,9.86,66,4,85,1335.6,68,4,23.6,62,19,53,86,27.6,Low,Declining GPA; Backlogs,Continue regular monitoring
ST1602,78,7.95,8.81,71,5,52,621.7,90,15,41.1,43,58.5,66,141,47.5,Medium,Declining GPA; Backlogs,Monitor performance and attendance
ST1603,44,8.15,9.76,64,0,66,1427.9,71,15,38.7,85,43.7,15,106,30.3,Low,Low attendance; Declining GPA,Continue regular monitoring
ST1604,61,9.1,6.93,35,0,75,1158,47,0,39,50,76.7,41,150,27,Low,Low attendance; Low assignment completion; Heavy rainfall,Continue regular monitoring
ST1605,68,5.5,4.66,97,1,46,1305.6,52,11,28.9,75,15.5,83,74,45.6,Medium,Low attendance; High water level,Monitor performance and attendance
ST1606,94,6.94,7.29,47,2,61,1011.8,83,8,36.8,45,51.6,27,108,36.4,Low,Low assignment completion; Backlogs,Continue regular monitoring
ST1607,42,5.33,6.73,58,0,49,1257.5,59,11,23.2,45,33,77,238,56.8,Medium,Low attendance; Declining GPA; Low assignment completion; High water level,Monitor performance and attendance
ST1608,51,9.93,9.07,88,4,78,417.8,87,4,20.2,58,106.5,82,77,48.8,Medium,Low attendance; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1609,65,9.66,4.59,76,0,92,1300.2,97,5,20.4,37,4.9,16,82,8.2,Low,Low attendance,Continue regular monitoring
ST1610,55,4.24,6.93,46,4,54,444.2,96,3,32.9,32,109.6,17,110,95,High,Low attendance; Declining GPA; Low assignment completion; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1611,90,8.23,4.9,51,5,54,1378.9,100,5,30,48,100,73,71,55.8,Medium,Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1612,76,9.55,5.95,97,5,43,1491.2,47,11,31.4,95,35.7,16,236,30.3,Low,Backlogs,Continue regular monitoring
ST1613,61,5.08,8.42,98,3,71,723.5,36,7,20.2,51,94.7,50,145,65.3,Medium,Low attendance; Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1614,96,7.41,6.86,66,3,62,631.4,69,2,29.3,75,3.7,49,43,33.9,Low,Backlogs,Continue regular monitoring
ST1615,68,9.49,6.26,78,4,94,1241.9,99,4,35.8,42,116,12,91,44.7,Medium,Low attendance; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1616,53,4.2,6.37,42,2,45,678.3,94,1,29.7,62,63.2,26,28,74.4,High,Low attendance; Declining GPA; Low assignment completion; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1617,67,8.18,6.76,63,0,63,1352.1,97,13,36.1,34,36.4,75,129,23.8,Low,Low attendance,Continue regular monitoring
ST1618,44,5.78,8.71,82,0,59,513.1,78,1,25.1,56,43.5,88,184,52.2,Medium,Low attendance; Declining GPA; High water level,Monitor performance and attendance
ST1619,86,9.55,9.35,80,3,97,538.6,81,12,37.9,53,8,61,113,18.3,Low,Backlogs,Continue regular monitoring
ST1620,88,9.83,9.73,32,4,76,1477.1,58,6,32.9,96,118.7,31,136,45.7,Medium,Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1621,69,9.67,8.72,71,0,59,1141.2,50,9,24.6,92,4.7,13,102,7.8,Low,Low attendance,Continue regular monitoring
ST1622,85,6.85,5.89,61,0,51,1331.6,38,12,25.2,77,78.6,15,200,29.5,Low,Heavy rainfall,Continue regular monitoring
ST1623,91,9.17,8.13,80,2,72,756.8,76,15,33.8,92,53.1,47,99,13.3,Low,Backlogs,Continue regular monitoring
ST1624,44,9.07,6.63,75,1,67,1144.1,71,9,38.3,41,113.9,35,171,39.1,Low,Low attendance; Heavy rainfall,Continue regular monitoring
ST1625,51,5.91,5.53,50,3,47,1053.7,80,13,29.1,57,29.5,20,168,65.8,Medium,Low attendance; Low assignment completion; Backlogs,Monitor performance and attendance
ST1626,55,8.97,9.05,73,3,40,1063.5,85,10,25.7,73,63.9,99,119,50,Medium,Low attendance; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1627,65,4.22,4.23,40,1,76,1150.8,80,9,39.1,72,57.9,26,59,63.4,Medium,Low attendance; Low assignment completion,Monitor performance and attendance
ST1628,65,7.58,9.41,97,0,61,1032.9,99,5,34.7,46,84.3,97,122,36.9,Low,Low attendance; Declining GPA; Heavy rainfall; High water level,Continue regular monitoring
ST1629,87,5.38,6.77,30,2,45,872,49,3,29.9,69,8.2,40,81,54.7,Medium,Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1630,60,4.72,7.82,92,2,100,703.5,56,4,30.7,78,23.3,86,217,63.1,Medium,Low attendance; Declining GPA; Backlogs; High water level,Monitor performance and attendance
ST1631,78,4.46,7.96,53,3,60,1245.4,67,0,24.5,86,25.7,44,88,65.9,Medium,Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1632,75,8.18,9.37,42,2,71,648.9,94,6,33.8,93,88.6,25,161,41.9,Medium,Declining GPA; Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1633,72,6.04,7.82,40,5,74,1161.6,83,7,27.9,86,22.7,88,128,79.4,High,Low attendance; Declining GPA; Low assignment completion; Backlogs; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1634,69,8.35,7.68,80,1,54,656.7,53,8,41.9,99,68.8,27,189,23.7,Low,Low attendance; Heavy rainfall,Continue regular monitoring
ST1635,76,4.39,4.4,46,0,44,1087.9,76,7,30.6,72,25.8,71,197,51.1,Medium,Low assignment completion,Monitor performance and attendance
ST1636,62,5.89,7.11,53,5,99,1221.8,100,4,30.7,52,103.4,36,208,83,High,Low attendance; Declining GPA; Low assignment completion; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1637,97,7.24,4.9,48,1,95,640.6,92,15,32.4,56,113.1,44,23,38.8,Low,Low assignment completion; Heavy rainfall,Continue regular monitoring
ST1638,49,8.74,8.42,66,4,85,465.9,86,2,40.2,87,62.2,54,91,48.1,Medium,Low attendance; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1639,93,5.91,7.07,37,3,89,544.1,84,9,37.6,66,42.3,44,235,52.9,Medium,Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1640,44,7.76,8.08,57,2,87,1066.6,89,10,29.9,35,28.1,37,222,46.9,Medium,Low attendance; Low assignment completion; Backlogs,Monitor performance and attendance
ST1641,75,9.32,4.25,34,4,45,1334.4,91,8,35.8,94,6,18,36,40.7,Medium,Low assignment completion; Backlogs,Monitor performance and attendance
ST1642,73,7.7,4.51,46,2,64,449.5,59,14,32.9,35,32.2,85,133,45.6,Medium,Low attendance; Low assignment completion; Backlogs; High water level,Monitor performance and attendance
ST1643,91,5.4,8.3,65,5,95,1207.6,51,5,30.8,79,78.5,24,104,67.4,Medium,Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1644,70,4.15,4.43,48,0,85,775.5,58,14,24.2,51,64,30,76,55.1,Medium,Low attendance; Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1645,49,9.22,4.43,93,0,98,926.4,70,4,30.2,54,113.3,61,237,25.8,Low,Low attendance; Heavy rainfall,Continue regular monitoring
ST1646,97,4.13,4.07,40,0,95,1421.7,71,12,25.4,80,47.6,44,126,46,Medium,Low assignment completion,Monitor performance and attendance
ST1647,58,9.25,9.74,83,2,79,765.2,94,2,40.1,77,83.3,60,67,29.7,Low,Low attendance; Backlogs; Heavy rainfall,Continue regular monitoring
ST1648,97,7.17,8.43,74,4,68,911.9,60,5,27.4,99,58.7,92,191,49.5,Medium,Declining GPA; Backlogs; High water level,Monitor performance and attendance
ST1649,71,9.63,6.12,76,0,46,415.1,59,2,40.9,94,61.5,64,192,6.5,Low,Low attendance; Heavy rainfall,Continue regular monitoring
ST1650,40,8.79,5.78,41,4,79,489.8,47,9,31.7,89,32.1,96,238,68,Medium,Low attendance; Low assignment completion; Backlogs; High water level,Monitor performance and attendance
ST1651,95,9.99,6.1,50,2,52,684.5,46,11,33.9,75,54.6,86,227,19.6,Low,Low assignment completion; Backlogs; High water level,Continue regular monitoring
ST1652,44,6.1,8.65,40,5,77,430.6,67,5,31.9,65,56.5,53,237,81.3,High,Low attendance; Declining GPA; Low assignment completion; Backlogs,Faculty intervention; Academic counselling; Campus monitoring
ST1653,84,8.6,7.97,34,4,57,1094.5,43,3,22.8,87,84.8,74,136,50.1,Medium,Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1654,43,6.41,5.11,85,5,41,869,85,14,28.3,67,112.9,97,180,93.4,High,Low attendance; Backlogs; Heavy rainfall; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1655,55,6.88,5.04,49,2,47,1003,51,1,22.2,40,39.5,89,50,59.8,Medium,Low attendance; Low assignment completion; Backlogs; High water level,Monitor performance and attendance
ST1656,63,7.77,4.59,70,2,50,592.1,96,15,33.7,41,5.1,34,131,36.7,Low,Low attendance; Backlogs,Continue regular monitoring
ST1657,55,9.24,7.96,75,3,72,725.5,85,7,29.8,71,59.6,96,66,45.3,Medium,Low attendance; Backlogs; High water level,Monitor performance and attendance
ST1658,94,9.9,8.59,41,2,93,1130.2,48,3,37.1,68,65.3,56,153,16.7,Low,Low assignment completion; Backlogs; Heavy rainfall,Continue regular monitoring
ST1659,41,8.61,5.59,99,2,100,1461.8,86,8,24.9,100,20.2,89,127,40.7,Medium,Low attendance; Backlogs; High water level,Monitor performance and attendance
ST1660,88,6.51,4.13,46,1,77,455.5,73,6,23.6,40,91.3,65,91,43.2,Medium,Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1661,67,6.53,4.49,48,0,87,1379.4,64,11,28.9,65,118.2,47,90,50.6,Medium,Low attendance; Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1662,71,8.43,9.81,55,3,66,1034.6,30,1,40.4,81,113.5,20,181,50.2,Medium,Low attendance; Declining GPA; Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1663,66,5.43,5.77,77,3,59,1020.3,81,3,35.6,60,23.7,76,127,60.4,Medium,Low attendance; Backlogs; High water level,Monitor performance and attendance
ST1664,59,4.66,8.62,81,3,51,950.3,99,4,29.2,62,105,24,72,75.4,High,Low attendance; Declining GPA; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1665,63,6.13,7.75,99,1,82,476.3,66,2,31.4,42,84.5,10,161,42,Medium,Low attendance; Declining GPA; Heavy rainfall,Monitor performance and attendance
ST1666,51,5.72,6.29,84,5,100,498.9,94,8,21.9,47,54.5,16,35,71.6,High,Low attendance; Declining GPA; Backlogs,Faculty intervention; Academic counselling; Campus monitoring
ST1667,89,5.78,5.23,62,2,70,1061,80,12,41.7,70,64.9,10,190,44.8,Medium,Backlogs; Heavy rainfall,Monitor performance and attendance
ST1668,74,5.4,4.73,91,0,66,775.1,30,4,34.7,87,102,58,135,43.1,Medium,Low attendance; Heavy rainfall,Monitor performance and attendance
ST1669,99,4.25,7.69,52,4,71,1409,50,1,26.3,85,57.6,82,92,71.2,High,Declining GPA; Low assignment completion; Backlogs; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1670,72,4.11,8.65,44,5,100,847.2,82,10,32.9,53,44.8,38,93,84.9,High,Low attendance; Declining GPA; Low assignment completion; Backlogs,Faculty intervention; Academic counselling; Campus monitoring
ST1671,72,9.93,7.86,56,2,49,557.6,45,2,22.4,60,59.2,35,100,20.1,Low,Low attendance; Low assignment completion; Backlogs,Continue regular monitoring
ST1672,100,6.57,7.18,93,1,42,1186.2,90,13,41.2,84,69.5,96,31,34.4,Low,Declining GPA; Heavy rainfall; High water level,Continue regular monitoring
ST1673,90,6.31,4.25,80,2,84,722.7,83,14,23.8,39,22.7,54,147,35.2,Low,Backlogs,Continue regular monitoring
ST1674,82,8.08,9.81,82,2,66,978,69,8,34.3,89,108.1,80,89,39.9,Low,Declining GPA; Backlogs; Heavy rainfall; High water level,Continue regular monitoring
ST1675,76,5.31,8.79,80,1,74,1167.6,55,6,25.4,31,80.9,21,166,46.8,Medium,Declining GPA; Heavy rainfall,Monitor performance and attendance
ST1676,51,9.7,5.76,76,3,70,1390.3,94,1,35.8,44,76,41,60,34.9,Low,Low attendance; Backlogs; Heavy rainfall,Continue regular monitoring
